# x psi_r psi_i psi2 
 5.788041e+00  2.408227e-03  6.828279e-04 6.265814e-06
 5.788366e+00 -1.311455e-03 -3.269997e-03 1.241280e-05
 5.788692e+00 -1.859390e-04  4.857631e-03 2.363115e-05
 5.789018e+00  1.626243e-03 -4.960806e-03 2.725426e-05
 5.789343e+00 -2.569274e-03  3.548241e-03 1.919118e-05
 5.789669e+00  2.726905e-03 -1.051776e-03 8.542244e-06
 5.789994e+00 -2.051097e-03 -1.765641e-03 7.324487e-06
 5.790320e+00  7.485406e-04  4.043125e-03 1.690717e-05
 5.790645e+00  7.825604e-04 -5.084903e-03 2.646864e-05
 5.790971e+00 -2.074223e-03  4.572870e-03 2.521354e-05
 5.791296e+00  2.731724e-03 -2.663727e-03 1.455776e-05
 5.791622e+00 -2.554226e-03 -5.898004e-05 6.527548e-06
 5.791947e+00  1.596123e-03  2.763223e-03 1.018301e-05
 5.792273e+00 -1.503725e-04 -4.622750e-03 2.139243e-05
 5.792598e+00 -1.341082e-03  5.069540e-03 2.749874e-05
 5.792924e+00  2.422406e-03 -3.967311e-03 2.160761e-05
 5.793249e+00 -2.763191e-03  1.653090e-03 1.036793e-05
 5.793575e+00  2.259416e-03  1.165840e-03 6.464144e-06
 5.793900e+00 -1.065195e-03 -3.628099e-03 1.429774e-05
 5.794226e+00 -4.543676e-04  4.981429e-03 2.502109e-05
 5.794551e+00  1.834797e-03 -4.812513e-03 2.652676e-05
 5.794877e+00 -2.654223e-03  3.173210e-03 1.711416e-05
 5.795203e+00  2.662308e-03 -5.646316e-04 7.406690e-06
 5.795528e+00 -1.856722e-03 -2.216039e-03 8.358247e-06
 5.795854e+00  4.838169e-04  4.319169e-03 1.888930e-05
 5.796179e+00  1.036714e-03 -5.102278e-03 2.710802e-05
 5.796505e+00 -2.240131e-03  4.326310e-03 2.373514e-05
 5.796830e+00  2.758696e-03 -2.228608e-03 1.257709e-05
 5.797156e+00 -2.434042e-03 -5.496813e-04 6.226709e-06
 5.797481e+00  1.365540e-03  3.159568e-03 1.184757e-05
 5.797807e+00  1.201169e-04 -4.803656e-03 2.308954e-05
 5.798132e+00 -1.568802e-03  4.979768e-03 2.725923e-05
 5.798458e+00  2.537766e-03 -3.634333e-03 1.964863e-05
 5.798783e+00 -2.730954e-03  1.178683e-03 8.847406e-06
 5.799109e+00  2.089459e-03  1.636701e-03 7.044631e-06
 5.799434e+00 -8.094855e-04 -3.951550e-03 1.627002e-05
 5.799760e+00 -7.176621e-04  5.058666e-03 2.610514e-05
 5.800085e+00  2.025205e-03 -4.619977e-03 2.544564e-05
 5.800411e+00 -2.713563e-03  2.769772e-03 1.503506e-05
 5.800737e+00  2.572466e-03 -7.359246e-05 6.622999e-06
 5.801062e+00 -1.645183e-03 -2.644634e-03 9.700716e-06
 5.801388e+00  2.152539e-04  4.554376e-03 2.078868e-05
 5.801713e+00  1.280210e-03 -5.072264e-03 2.736680e-05
 5.802039e+00 -2.384146e-03  4.040289e-03 2.200809e-05
 5.802364e+00  2.759232e-03 -1.774011e-03 1.076048e-05
 5.802690e+00 -2.290959e-03 -1.033928e-03 6.317503e-06
 5.803015e+00  1.122594e-03  3.525505e-03 1.368940e-05
 5.803341e+00  3.886579e-04 -4.939493e-03 2.454965e-05
 5.803666e+00 -1.780860e-03  4.844039e-03 2.663617e-05
 5.803992e+00  2.628539e-03 -3.268553e-03 1.759266e-05
 5.804317e+00 -2.672721e-03  6.946497e-04 7.625976e-06
 5.804643e+00  1.900043e-03  2.091078e-03 7.982771e-06
 5.804968e+00 -5.468003e-04 -4.237444e-03 1.825492e-05
 5.805294e+00 -9.733197e-04  5.088753e-03 2.684276e-05
 5.805619e+00  2.195700e-03 -4.385106e-03 2.405025e-05
 5.805945e+00 -2.746802e-03  2.341748e-03 1.302870e-05
 5.806270e+00  2.458314e-03  4.167751e-04 6.217010e-06
 5.806596e+00 -1.418554e-03 -3.047508e-03 1.129960e-05
 5.806922e+00 -5.456893e-05  4.746677e-03 2.253392e-05
 5.807247e+00  1.510753e-03 -4.995270e-03 2.723510e-05
 5.807573e+00 -2.504956e-03  3.717568e-03 2.009512e-05
 5.807898e+00  2.733403e-03 -1.304208e-03 9.172454e-06
 5.808224e+00 -2.126413e-03 -1.507247e-03 6.793425e-06
 5.808549e+00  8.696440e-04  3.857720e-03 1.563829e-05
 5.808875e+00  6.526880e-04 -5.029124e-03 2.571809e-05
 5.809200e+00 -1.975272e-03  4.663738e-03 2.565216e-05
 5.809526e+00  2.693929e-03 -2.873454e-03 1.551399e-05
 5.809851e+00 -2.589125e-03  2.055053e-04 6.745799e-06
 5.810177e+00  1.693036e-03  2.524799e-03 9.240984e-06
 5.810502e+00 -2.796715e-04 -4.483233e-03 2.017759e-05
 5.810828e+00 -1.218918e-03  5.071541e-03 2.720629e-05
 5.811153e+00  2.344709e-03 -4.110195e-03 2.239136e-05
 5.811479e+00 -2.753697e-03  1.893176e-03 1.116696e-05
 5.811804e+00  2.321013e-03  9.019236e-04 6.200568e-06
 5.812130e+00 -1.179045e-03 -3.420995e-03 1.309335e-05
 5.812455e+00 -3.230676e-04  4.894405e-03 2.405957e-05
 5.812781e+00  1.726176e-03 -4.872140e-03 2.671743e-05
 5.813107e+00 -2.601471e-03  3.361244e-03 1.806561e-05
 5.813432e+00  2.681535e-03 -8.235995e-04 7.868947e-06
 5.813758e+00 -1.942039e-03 -1.965275e-03 7.633823e-06
 5.814083e+00  6.091376e-04  4.153226e-03 1.762033e-05
 5.814409e+00  9.096954e-04 -5.071844e-03 2.655115e-05
 5.814734e+00 -2.150233e-03  4.440662e-03 2.434298e-05
 5.815060e+00  2.733383e-03 -2.452782e-03 1.348752e-05
 5.815385e+00 -2.481038e-03 -2.841977e-04 6.236319e-06
 5.815711e+00  1.470469e-03  2.933899e-03 1.077004e-05
 5.816036e+00 -1.066669e-05 -4.686746e-03 2.196570e-05
 5.816362e+00 -1.452136e-03  5.007319e-03 2.718195e-05
 5.816687e+00  2.470869e-03 -3.797904e-03 2.052927e-05
 5.817013e+00 -2.734260e-03  1.428274e-03 9.516144e-06
 5.817338e+00  2.161944e-03  1.377367e-03 6.571140e-06
 5.817664e+00 -9.289840e-04 -3.761710e-03 1.501347e-05
 5.817989e+00 -5.876780e-04  4.996313e-03 2.530851e-05
 5.818315e+00  1.924461e-03 -4.704141e-03 2.583249e-05
 5.818641e+00 -2.672841e-03  2.974714e-03 1.599300e-05
 5.818966e+00  2.604199e-03 -3.366727e-04 6.895201e-06
 5.819292e+00 -1.739659e-03 -2.403806e-03 8.804699e-06
 5.819617e+00  3.435888e-04  4.409381e-03 1.956069e-05
 5.819943e+00  1.157243e-03 -5.067387e-03 2.701762e-05
 5.820268e+00 -2.304124e-03  4.176997e-03 2.275629e-05
 5.820594e+00  2.746601e-03 -2.010511e-03 1.158597e-05
 5.820919e+00 -2.349567e-03 -7.699147e-04 6.113236e-06
 5.821245e+00  1.234516e-03  3.314649e-03 1.251093e-05
 5.821570e+00  2.576358e-04 -4.846211e-03 2.355214e-05
 5.821896e+00 -1.670782e-03  4.896813e-03 2.677029e-05
 5.822221e+00  2.573042e-03 -3.451234e-03 1.853156e-05
 5.822547e+00 -2.688754e-03  9.513993e-04 8.134557e-06
 5.822872e+00  1.982692e-03  1.838720e-03 7.311958e-06
 5.823198e+00 -6.707945e-04 -4.066583e-03 1.698706e-05
 5.823523e+00 -8.458809e-04  5.051580e-03 2.623398e-05
 5.823849e+00  2.103763e-03 -4.492957e-03 2.461248e-05
 5.824174e+00 -2.718456e-03  2.561646e-03 1.395203e-05
 5.824500e+00  2.502209e-03  1.520370e-04 6.284166e-06
 5.824826e+00 -1.521261e-03 -2.818826e-03 1.026001e-05
 5.825151e+00  7.555198e-05  4.623917e-03 2.138632e-05
 5.825477e+00  1.392990e-03 -5.015923e-03 2.709990e-05
 5.825802e+00 -2.435536e-03  3.875300e-03 2.094978e-05
 5.826128e+00  2.733533e-03 -1.550802e-03 9.877188e-06
 5.826453e+00 -2.196038e-03 -1.247151e-03 6.377969e-06
 5.826779e+00  9.874740e-04  3.663594e-03 1.439703e-05
 5.827104e+00  5.226719e-04 -4.960270e-03 2.487747e-05
 5.827430e+00 -1.872806e-03  4.741174e-03 2.598613e-05
 5.827755e+00  2.650320e-03 -3.073495e-03 1.647057e-05
 5.828081e+00 -2.617690e-03  4.670100e-04 7.070397e-06
 5.828406e+00  1.785031e-03  2.281742e-03 8.392681e-06
 5.828732e+00 -4.069697e-04 -4.332884e-03 1.893950e-05
 5.829057e+00 -1.095225e-03  5.059823e-03 2.680132e-05
 5.829383e+00  2.262423e-03 -4.240664e-03 2.310179e-05
 5.829708e+00 -2.737956e-03  2.125946e-03 1.201605e-05
 5.830034e+00  2.376614e-03  6.379908e-04 6.055325e-06
 5.830360e+00 -1.288982e-03 -3.206547e-03 1.194342e-05
 5.830685e+00 -1.924016e-04  4.794958e-03 2.302864e-05
 5.831011e+00  1.614717e-03 -4.918058e-03 2.679461e-05
 5.831336e+00 -2.543278e-03  3.538475e-03 1.898906e-05
 5.831662e+00  2.694381e-03 -1.077969e-03 8.421705e-06
 5.831987e+00 -2.021984e-03 -1.711501e-03 7.017656e-06
 5.832313e+00  7.317374e-04  3.977585e-03 1.635662e-05
 5.832638e+00  7.819161e-04 -5.027990e-03 2.589207e-05
 5.832964e+00 -2.056324e-03  4.541971e-03 2.485797e-05
 5.833289e+00  2.702038e-03 -2.668276e-03 1.442071e-05
 5.833615e+00 -2.521823e-03 -2.037980e-05 6.360006e-06
 5.833940e+00  1.570906e-03  2.702373e-03 9.770563e-06
 5.834266e+00 -1.400495e-04 -4.558247e-03 2.079723e-05
 5.834591e+00 -1.333353e-03  5.021093e-03 2.698920e-05
 5.834917e+00  2.398983e-03 -3.949717e-03 2.135539e-05
 5.835242e+00 -2.731231e-03  1.671719e-03 1.025426e-05
 5.835568e+00  2.228684e-03  1.116688e-03 6.214023e-06
 5.835893e+00 -1.045083e-03 -3.563449e-03 1.379037e-05
 5.836219e+00 -4.577092e-04  4.921036e-03 2.442609e-05
 5.836545e+00  1.820344e-03 -4.774828e-03 2.611264e-05
 5.836870e+00 -2.626389e-03  3.169743e-03 1.694519e-05
 5.837196e+00  2.629597e-03 -5.964333e-04 7.270513e-06
 5.837521e+00 -1.829131e-03 -2.158693e-03 8.005675e-06
 5.837847e+00  4.697787e-04  4.253805e-03 1.831555e-05
 5.838172e+00  1.032906e-03 -5.048868e-03 2.655796e-05
 5.838498e+00 -2.219637e-03  4.301171e-03 2.342686e-05
 5.838823e+00  2.727776e-03 -2.239413e-03 1.245573e-05
 5.839149e+00 -2.402144e-03 -5.062402e-04 6.026576e-06
 5.839474e+00  1.342413e-03  3.096772e-03 1.139207e-05
 5.839800e+00  1.274035e-04 -4.740695e-03 2.249042e-05
 5.840125e+00 -1.558018e-03  4.935878e-03 2.679031e-05
 5.840451e+00  2.512204e-03 -3.622921e-03 1.943672e-05
 5.840776e+00 -2.698423e-03  1.203228e-03 8.729244e-06
 5.841102e+00  2.059900e-03  1.583707e-03 6.751317e-06
 5.841427e+00 -7.919333e-04 -3.886304e-03 1.573052e-05
 5.841753e+00 -7.178407e-04  5.001105e-03 2.552635e-05
 5.842078e+00  2.007952e-03 -4.587687e-03 2.507874e-05
 5.842404e+00 -2.684148e-03  2.772612e-03 1.489203e-05
 5.842730e+00  2.539877e-03 -1.106875e-04 6.463225e-06
 5.843055e+00 -1.619379e-03 -2.584625e-03 9.302674e-06
 5.843381e+00  2.041222e-04  4.489794e-03 2.019991e-05
 5.843706e+00  1.273264e-03 -5.022841e-03 2.685013e-05
 5.844032e+00 -2.361241e-03  4.021121e-03 2.174487e-05
 5.844357e+00  2.727365e-03 -1.790950e-03 1.064602e-05
 5.844683e+00 -2.259869e-03 -9.860676e-04 6.079335e-06
 5.845008e+00  1.101782e-03  3.461351e-03 1.319488e-05
 5.845334e+00  3.928292e-04 -4.878652e-03 2.395556e-05
 5.845659e+00 -1.767112e-03  4.805098e-03 2.621165e-05
 5.845985e+00  2.601070e-03 -3.263405e-03 1.741538e-05
 5.846310e+00 -2.639923e-03  7.248599e-04 7.494617e-06
 5.846636e+00  1.871940e-03  2.034747e-03 7.644355e-06
 5.846961e+00 -5.319810e-04 -4.172210e-03 1.769034e-05
 5.847287e+00 -9.703228e-04  5.034548e-03 2.628820e-05
 5.847612e+00  2.175799e-03 -4.358489e-03 2.373053e-05
 5.847938e+00 -2.716076e-03  2.350846e-03 1.290355e-05
 5.848264e+00  2.426152e-03  3.747507e-04 6.026651e-06
 5.848589e+00 -1.394784e-03 -2.985404e-03 1.085806e-05
 5.848915e+00 -6.267957e-05  4.683473e-03 2.193885e-05
 5.849240e+00  1.500723e-03 -4.950277e-03 2.675741e-05
 5.849566e+00 -2.479846e-03  3.704529e-03 1.987317e-05
 5.849891e+00  2.700886e-03 -1.327099e-03 9.055979e-06
 5.850217e+00 -2.096425e-03 -1.455427e-03 6.513264e-06
 5.850542e+00  8.513498e-04  3.792811e-03 1.511021e-05
 5.850868e+00  6.536943e-04 -4.970960e-03 2.513776e-05
 5.851193e+00 -1.958680e-03  4.630089e-03 2.527415e-05
 5.851519e+00  2.664805e-03 -2.874594e-03 1.536448e-05
 5.851844e+00 -2.556368e-03  2.410797e-04 6.593137e-06
 5.852170e+00  1.666657e-03  2.465668e-03 8.857265e-06
 5.852495e+00 -2.677337e-04 -4.418616e-03 1.959585e-05
 5.852821e+00 -1.212763e-03  5.021183e-03 2.668307e-05
 5.853146e+00  2.322339e-03 -4.089478e-03 2.211709e-05
 5.853472e+00 -2.721946e-03  1.908423e-03 1.105107e-05
 5.853797e+00  2.289582e-03  8.553784e-04 5.973860e-06
 5.854123e+00 -1.157541e-03 -3.357380e-03 1.261190e-05
 5.854449e+00 -3.280708e-04  4.833161e-03 2.346708e-05
 5.854774e+00  1.713146e-03 -4.831977e-03 2.628287e-05
 5.855100e+00 -2.574387e-03  3.354430e-03 1.787967e-05
 5.855425e+00  2.648671e-03 -8.522081e-04 7.741718e-06
 5.855751e+00 -1.913439e-03 -1.909993e-03 7.309319e-06
 5.856076e+00  5.935423e-04  4.088166e-03 1.706540e-05
 5.856402e+00  9.075167e-04 -5.016888e-03 2.599275e-05
 5.856727e+00 -2.130942e-03  4.412597e-03 2.401192e-05
 5.857053e+00  2.702873e-03 -2.460177e-03 1.335800e-05
 5.857378e+00 -2.448631e-03 -2.436096e-04 6.055140e-06
 5.857704e+00  1.446069e-03  2.872526e-03 1.034252e-05
 5.858029e+00 -1.732342e-06 -4.623344e-03 2.137532e-05
 5.858355e+00 -1.442871e-03  4.961261e-03 2.669599e-05
 5.858680e+00  2.446233e-03 -3.783257e-03 2.029709e-05
 5.859006e+00 -2.701779e-03  1.449506e-03 9.400676e-06
 5.859331e+00  2.131543e-03  1.326750e-03 6.303741e-06
 5.859657e+00 -9.099555e-04 -3.697181e-03 1.449716e-05
 5.859983e+00 -5.895164e-04  4.937590e-03 2.472732e-05
 5.860308e+00  1.908544e-03 -4.669165e-03 2.544364e-05
 5.860634e+00 -2.644030e-03  2.974165e-03 1.583655e-05
 5.860959e+00  2.571296e-03 -3.707121e-04 6.748992e-06
 5.861285e+00 -1.712720e-03 -2.345587e-03 8.435191e-06
 5.861610e+00  3.308479e-04  4.344776e-03 1.898654e-05
 5.861936e+00  1.151889e-03 -5.016136e-03 2.648847e-05
 5.862261e+00 -2.282308e-03  4.154755e-03 2.247092e-05
 5.862587e+00  2.714987e-03 -2.024068e-03 1.146801e-05
 5.862912e+00 -2.317816e-03 -7.247085e-04 5.897473e-06
 5.863238e+00  1.212331e-03  3.251613e-03 1.204273e-05
 5.863563e+00  2.634727e-04 -4.784609e-03 2.296190e-05
 5.863889e+00 -1.658483e-03  4.855466e-03 2.632612e-05
 5.864214e+00  2.546363e-03 -3.442770e-03 1.833663e-05
 5.864540e+00 -2.655845e-03  9.783974e-04 8.010774e-06
 5.864865e+00  1.953610e-03  1.784517e-03 7.001093e-06
 5.865191e+00 -6.544288e-04 -4.001742e-03 1.644222e-05
 5.865516e+00 -8.445266e-04  4.995915e-03 2.567239e-05
 5.865842e+00  2.085099e-03 -4.463472e-03 2.427022e-05
 5.866168e+00 -2.688183e-03  2.567345e-03 1.381759e-05
 5.866493e+00  2.469577e-03  1.129034e-04 6.111559e-06
 5.866819e+00 -1.496243e-03 -2.758222e-03 9.846531e-06
 5.867144e+00  6.579493e-05  4.560364e-03 2.080125e-05
 5.867470e+00  1.384501e-03 -4.968839e-03 2.660621e-05
 5.867795e+00 -2.411391e-03  3.859067e-03 2.070720e-05
 5.868121e+00  2.701109e-03 -1.570373e-03 9.762060e-06
 5.868446e+00 -2.165243e-03 -1.197763e-03 6.122914e-06
 5.868772e+00  9.677194e-04  3.599487e-03 1.389279e-05
 5.869097e+00  5.253461e-04 -4.901033e-03 2.429612e-05
 5.869423e+00 -1.857579e-03  4.704905e-03 2.558673e-05
 5.869748e+00  2.621843e-03 -3.071270e-03 1.630676e-05
 5.870074e+00 -2.584662e-03  4.995013e-04 6.929978e-06
 5.870399e+00  1.757546e-03  2.224469e-03 8.037233e-06
 5.870725e+00 -3.934293e-04 -4.268334e-03 1.837346e-05
 5.871050e+00 -1.090681e-03  5.007720e-03 2.626684e-05
 5.871376e+00  2.241178e-03 -4.216925e-03 2.280533e-05
 5.871701e+00 -2.706501e-03  2.137816e-03 1.189541e-05
 5.872027e+00  2.344560e-03  5.941457e-04 5.849971e-06
 5.872353e+00 -1.266126e-03 -3.144130e-03 1.148863e-05
 5.872678e+00 -1.990732e-04  4.733044e-03 2.244133e-05
 5.873004e+00  1.603162e-03 -4.875564e-03 2.634125e-05
 5.873329e+00 -2.517024e-03  3.528379e-03 1.878486e-05
 5.873655e+00  2.661449e-03 -1.103349e-03 8.300689e-06
 5.873980e+00 -1.992438e-03 -1.658407e-03 6.720124e-06
 5.874306e+00  7.146075e-04  3.913006e-03 1.582228e-05
 5.874631e+00  7.813920e-04 -4.971659e-03 2.532797e-05
 5.874957e+00 -2.038303e-03  4.511097e-03 2.450468e-05
 5.875282e+00  2.672024e-03 -2.672287e-03 1.428083e-05
 5.875608e+00 -2.488986e-03  1.728204e-05 6.195351e-06
 5.875933e+00  1.545282e-03  2.642575e-03 9.371097e-06
 5.876259e+00 -1.294713e-04 -4.494588e-03 2.021808e-05
 5.876584e+00 -1.325649e-03  4.973023e-03 2.648831e-05
 5.876910e+00  2.375349e-03 -3.931921e-03 2.110229e-05
 5.877235e+00 -2.698886e-03  1.689626e-03 1.013882e-05
 5.877561e+00  2.197512e-03  1.068556e-03 5.970871e-06
 5.877887e+00 -1.024611e-03 -3.499806e-03 1.329847e-05
 5.878212e+00 -4.612224e-04  4.861330e-03 2.384525e-05
 5.878538e+00  1.805821e-03 -4.737301e-03 2.570301e-05
 5.878863e+00 -2.598266e-03  3.165854e-03 1.677362e-05
 5.879189e+00  2.596465e-03 -6.273646e-04 7.135218e-06
 5.879514e+00 -1.801116e-03 -2.102400e-03 7.664105e-06
 5.879840e+00  4.554432e-04  4.189356e-03 1.775813e-05
 5.880165e+00  1.029178e-03 -4.995956e-03 2.601878e-05
 5.880491e+00 -2.198981e-03  4.275959e-03 2.311934e-05
 5.880816e+00  2.696502e-03 -2.249599e-03 1.233182e-05
 5.881142e+00 -2.369808e-03 -4.637771e-04 5.831079e-06
 5.881467e+00  1.318897e-03  3.035013e-03 1.095079e-05
 5.881793e+00  1.349103e-04 -4.678514e-03 2.190669e-05
 5.882118e+00 -1.547218e-03  4.892273e-03 2.632822e-05
 5.882444e+00  2.486395e-03 -3.611211e-03 1.922300e-05
 5.882769e+00 -2.665490e-03  1.226983e-03 8.610323e-06
 5.883095e+00  2.029906e-03  1.531752e-03 6.466784e-06
 5.883420e+00 -7.740460e-04 -3.822030e-03 1.520706e-05
 5.883746e+00 -7.181520e-04  4.944153e-03 2.496039e-05
 5.884072e+00  1.990589e-03 -4.555455e-03 2.471462e-05
 5.884397e+00 -2.654413e-03  2.774944e-03 1.474622e-05
 5.884723e+00  2.506856e-03 -1.468617e-04 6.305895e-06
 5.885048e+00 -1.593163e-03 -2.525668e-03 8.917169e-06
 5.885374e+00  1.927251e-04  4.426073e-03 1.962726e-05
 5.885699e+00  1.266357e-03 -4.973826e-03 2.634260e-05
 5.886025e+00 -2.338136e-03  4.001784e-03 2.148116e-05
 5.886350e+00  2.695121e-03 -1.807192e-03 1.052962e-05
 5.886676e+00 -2.228339e-03 -9.392162e-04 5.847620e-06
 5.887001e+00  1.080602e-03  3.398213e-03 1.271555e-05
 5.887327e+00  3.971840e-04 -4.818521e-03 2.337590e-05
 5.887652e+00 -1.753307e-03  4.766346e-03 2.579214e-05
 5.887978e+00  2.573322e-03 -3.257867e-03 1.723568e-05
 5.888303e+00 -2.606709e-03  7.542206e-04 7.363780e-06
 5.888629e+00  1.843409e-03  1.979467e-03 7.316446e-06
 5.888954e+00 -5.168551e-04 -4.107905e-03 1.714203e-05
 5.889280e+00 -9.674190e-04  4.980869e-03 2.574495e-05
 5.889606e+00  2.155749e-03 -4.331834e-03 2.341204e-05
 5.889931e+00 -2.685005e-03  2.359352e-03 1.277579e-05
 5.890257e+00  2.393553e-03  3.336896e-04 5.840445e-06
 5.890582e+00 -1.370620e-03 -2.924341e-03 1.043037e-05
 5.890908e+00 -7.102162e-05  4.621069e-03 2.135933e-05
 5.891233e+00  1.490691e-03 -4.905600e-03 2.628707e-05
 5.891559e+00 -2.454502e-03  3.691224e-03 1.964972e-05
 5.891884e+00  2.667973e-03 -1.349225e-03 8.938490e-06
 5.892210e+00 -2.066000e-03 -1.404639e-03 6.241367e-06
 5.892535e+00  8.327127e-04  3.728885e-03 1.459799e-05
 5.892861e+00  6.548459e-04 -4.913430e-03 2.457062e-05
 5.893186e+00 -1.941990e-03  4.596531e-03 2.489943e-05
 5.893512e+00  2.635372e-03 -2.875257e-03 1.521229e-05
 5.893837e+00 -2.523184e-03  2.757515e-04 6.442497e-06
 5.894163e+00  1.639864e-03  2.407588e-03 8.485632e-06
 5.894488e+00 -2.555203e-04 -4.354879e-03 1.903026e-05
 5.894814e+00 -1.206661e-03  4.971263e-03 2.616948e-05
 5.895139e+00  2.299782e-03 -4.068625e-03 2.184271e-05
 5.895465e+00 -2.689826e-03  1.923002e-03 1.093310e-05
 5.895791e+00  2.257713e-03  8.098307e-04 5.753095e-06
 5.896116e+00 -1.135663e-03 -3.294786e-03 1.214535e-05
 5.896442e+00 -3.332693e-04  4.772650e-03 2.288926e-05
 5.896767e+00  1.700073e-03 -4.792037e-03 2.585386e-05
 5.897093e+00 -2.547034e-03  3.347258e-03 1.769152e-05
 5.897418e+00  2.615396e-03 -8.799889e-04 7.614676e-06
 5.897744e+00 -1.884409e-03 -1.855755e-03 6.994825e-06
 5.898069e+00  5.776313e-04  4.024050e-03 1.652663e-05
 5.898395e+00  9.054437e-04 -4.962484e-03 2.544607e-05
 5.898720e+00 -2.111515e-03  4.384526e-03 2.368256e-05
 5.899046e+00  2.672026e-03 -2.467010e-03 1.322586e-05
 5.899371e+00 -2.415790e-03 -2.039691e-04 5.877643e-06
 5.899697e+00  1.421270e-03  2.812197e-03 9.928458e-06
 5.900022e+00  7.444261e-06 -4.560764e-03 2.080062e-05
 5.900348e+00 -1.433618e-03  4.915550e-03 2.621789e-05
 5.900673e+00  2.421373e-03 -3.768378e-03 2.006372e-05
 5.900999e+00 -2.668908e-03  1.469998e-03 9.283964e-06
 5.901324e+00  2.100706e-03  1.277156e-03 6.044091e-06
 5.901650e+00 -8.905764e-04 -3.633644e-03 1.399650e-05
 5.901976e+00 -5.915123e-04  4.879527e-03 2.415967e-05
 5.902301e+00  1.892543e-03 -4.634314e-03 2.505859e-05
 5.902627e+00 -2.614919e-03  2.973170e-03 1.567754e-05
 5.902952e+00  2.537970e-03 -4.038681e-04 6.604403e-06
 5.903278e+00 -1.685363e-03 -2.288418e-03 8.077304e-06
 5.903603e+00  3.178215e-04  4.281065e-03 1.842853e-05
 5.903929e+00  1.146600e-03 -4.965352e-03 2.596941e-05
 5.904254e+00 -2.260317e-03  4.132411e-03 2.218585e-05
 5.904580e+00  2.683012e-03 -2.036984e-03 1.134786e-05
 5.904905e+00 -2.285627e-03 -6.804868e-04 5.687151e-06
 5.905231e+00  1.189765e-03  3.189604e-03 1.158911e-05
 5.905556e+00  2.695163e-04 -4.723763e-03 2.238657e-05
 5.905882e+00 -1.646155e-03  4.814373e-03 2.588801e-05
 5.906207e+00  2.519427e-03 -3.433981e-03 1.813974e-05
 5.906533e+00 -2.622530e-03  1.004590e-03 7.886866e-06
 5.906858e+00  1.924098e-03  1.731353e-03 6.699735e-06
 5.907184e+00 -6.377388e-04 -3.937856e-03 1.591342e-05
 5.907510e+00 -8.432907e-04  4.940829e-03 2.512293e-05
 5.907835e+00  2.066311e-03 -4.434016e-03 2.393014e-05
 5.908161e+00 -2.657582e-03  2.572511e-03 1.368056e-05
 5.908486e+00  2.436513e-03  7.470096e-05 5.942178e-06
 5.908812e+00 -1.470821e-03 -2.698663e-03 9.446094e-06
 5.909137e+00  5.578501e-05  4.497651e-03 2.023197e-05
 5.909463e+00  1.376036e-03 -4.922133e-03 2.612087e-05
 5.909788e+00 -2.387035e-03  3.842635e-03 2.046378e-05
 5.910114e+00  2.668302e-03 -1.589229e-03 9.645485e-06
 5.910439e+00 -2.134011e-03 -1.149389e-03 5.875097e-06
 5.910765e+00  9.476069e-04  3.536381e-03 1.340395e-05
 5.911090e+00  5.281899e-04 -4.842480e-03 2.372860e-05
 5.911416e+00 -1.842282e-03  4.668794e-03 2.519164e-05
 5.911741e+00  2.593076e-03 -3.068628e-03 1.614052e-05
 5.912067e+00 -2.551215e-03  5.311291e-04 6.790795e-06
 5.912392e+00  1.729640e-03  2.168244e-03 7.692936e-06
 5.912718e+00 -3.795940e-04 -4.204695e-03 1.782355e-05
 5.913043e+00 -1.086214e-03  4.956113e-03 2.574292e-05
 5.913369e+00  2.219771e-03 -4.193115e-03 2.250960e-05
 5.913695e+00 -2.674693e-03  2.149072e-03 1.177250e-05
 5.914020e+00  2.312070e-03  5.512713e-04 5.649570e-06
 5.914346e+00 -1.242883e-03 -3.082745e-03 1.104807e-05
 5.914671e+00 -2.059629e-04  4.671906e-03 2.186913e-05
 5.914997e+00  1.591590e-03 -4.833354e-03 2.589447e-05
 5.915322e+00 -2.490524e-03  3.517989e-03 1.857896e-05
 5.915648e+00  2.628117e-03 -1.127946e-03 8.179261e-06
 5.915973e+00 -1.962459e-03 -1.606346e-03 6.431595e-06
 5.916299e+00  6.971451e-04  3.849394e-03 1.530385e-05
 5.916624e+00  7.809989e-04 -4.915935e-03 2.477637e-05
 5.916950e+00 -2.020171e-03  4.480285e-03 2.415404e-05
 5.917275e+00  2.641691e-03 -2.675795e-03 1.413841e-05
 5.917601e+00 -2.455721e-03  5.403016e-05 6.033485e-06
 5.917926e+00  1.519250e-03  2.583821e-03 8.984253e-06
 5.918252e+00 -1.186299e-04 -4.431786e-03 1.965480e-05
 5.918577e+00 -1.317984e-03  4.925361e-03 2.599627e-05
 5.918903e+00  2.351516e-03 -3.913958e-03 2.084870e-05
 5.919228e+00 -2.666166e-03  1.706844e-03 1.002176e-05
 5.919554e+00  2.165903e-03  1.021427e-03 5.734450e-06
 5.919880e+00 -1.003775e-03 -3.437171e-03 1.282171e-05
 5.920205e+00 -4.649171e-04  4.802331e-03 2.327853e-05
 5.920531e+00  1.791242e-03 -4.699963e-03 2.529820e-05
