# x psi_r psi_i psi2 
 5.654249e+00  2.676957e-03 -3.481099e-03 1.928415e-05
 5.654575e+00 -2.816186e-03  8.347690e-04 8.627743e-06
 5.654900e+00  2.094700e-03  2.066181e-03 8.656871e-06
 5.655226e+00 -7.331421e-04 -4.335355e-03 1.933280e-05
 5.655551e+00 -8.522600e-04  5.279537e-03 2.859986e-05
 5.655877e+00  2.176933e-03 -4.610461e-03 2.599539e-05
 5.656202e+00 -2.836069e-03  2.532819e-03 1.445846e-05
 5.656528e+00  2.628327e-03  3.183550e-04 7.009455e-06
 5.656853e+00 -1.617341e-03 -3.071791e-03 1.205169e-05
 5.657179e+00  1.122221e-04  4.886223e-03 2.388777e-05
 5.657504e+00  1.426950e-03 -5.207426e-03 2.915347e-05
 5.657830e+00 -2.529761e-03  3.937505e-03 2.190364e-05
 5.658155e+00  2.859238e-03 -1.464733e-03 1.032068e-05
 5.658481e+00 -2.314811e-03 -1.455166e-03 7.475858e-06
 5.658807e+00  1.063012e-03  3.929976e-03 1.657470e-05
 5.659132e+00  5.134649e-04 -5.203618e-03 2.734129e-05
 5.659458e+00 -1.932757e-03  4.887144e-03 2.761972e-05
 5.659783e+00  2.761122e-03 -3.077509e-03 1.709486e-05
 5.660109e+00 -2.745487e-03  3.278734e-04 7.645201e-06
 5.660434e+00  1.890769e-03  2.521489e-03 9.932914e-06
 5.660760e+00 -4.583275e-04 -4.599970e-03 2.136978e-05
 5.661085e+00 -1.113956e-03  5.272640e-03 2.904163e-05
 5.661411e+00  2.345532e-03 -4.334203e-03 2.428683e-05
 5.661736e+00 -2.860057e-03  2.071653e-03 1.247167e-05
 5.662062e+00  2.500396e-03  8.234957e-04 6.930127e-06
 5.662387e+00 -1.376615e-03 -3.466559e-03 1.391210e-05
 5.662713e+00 -1.677094e-04  5.050019e-03 2.553082e-05
 5.663038e+00  1.660525e-03 -5.090242e-03 2.866791e-05
 5.663364e+00 -2.645601e-03  3.575192e-03 1.978120e-05
 5.663689e+00  2.821958e-03 -9.680302e-04 8.900528e-06
 5.664015e+00 -2.135829e-03 -1.934474e-03 8.303952e-06
 5.664341e+00  7.970520e-04  4.245444e-03 1.865908e-05
 5.664666e+00  7.851036e-04 -5.258886e-03 2.827227e-05
 5.664992e+00 -2.127054e-03  4.665368e-03 2.629001e-05
 5.665317e+00  2.818707e-03 -2.646496e-03 1.494905e-05
 5.665643e+00 -2.648783e-03 -1.806522e-04 7.048687e-06
 5.665968e+00  1.669356e-03  2.952139e-03 1.150188e-05
 5.666294e+00 -1.798950e-04 -4.821177e-03 2.327611e-05
 5.666619e+00 -1.364302e-03  5.216852e-03 2.907686e-05
 5.666945e+00  2.491284e-03 -4.018509e-03 2.235491e-05
 5.667270e+00 -2.856685e-03  1.592553e-03 1.069688e-05
 5.667596e+00  2.348956e-03  1.319591e-03 7.258916e-06
 5.667921e+00 -1.123414e-03 -3.828071e-03 1.591619e-05
 5.668247e+00 -4.452697e-04  5.166514e-03 2.689113e-05
 5.668572e+00  1.877611e-03 -4.926166e-03 2.779254e-05
 5.668898e+00 -2.735875e-03  3.180722e-03 1.760201e-05
 5.669223e+00  2.757850e-03 -4.637308e-04 7.820784e-06
 5.669549e+00 -1.936957e-03 -2.394502e-03 9.485444e-06
 5.669874e+00  5.242189e-04  4.520652e-03 2.071110e-05
 5.670200e+00  1.048501e-03 -5.265218e-03 2.882187e-05
 5.670526e+00 -2.300516e-03  4.400932e-03 2.466058e-05
 5.670851e+00  2.849234e-03 -2.192132e-03 1.292358e-05
 5.671177e+00 -2.527068e-03 -6.860865e-04 6.856785e-06
 5.671502e+00  1.432623e-03  3.354206e-03 1.330311e-05
 5.671828e+00  9.948620e-05 -4.997047e-03 2.498038e-05
 5.672153e+00 -1.600938e-03  5.112826e-03 2.870399e-05
 5.672479e+00  2.612858e-03 -3.666418e-03 2.026965e-05
 5.672804e+00 -2.826061e-03  1.100015e-03 9.196653e-06
 5.673130e+00  2.175517e-03  1.802065e-03 7.980314e-06
 5.673455e+00 -8.601907e-04 -4.153067e-03 1.798789e-05
 5.673781e+00 -7.178142e-04  5.234759e-03 2.791796e-05
 5.674106e+00  2.076179e-03 -4.716851e-03 2.655920e-05
 5.674432e+00 -2.799790e-03  2.757846e-03 1.544454e-05
 5.674757e+00  2.667600e-03  4.346668e-05 7.117980e-06
 5.675083e+00 -1.720150e-03 -2.831038e-03 1.097369e-05
 5.675408e+00  2.471371e-04  4.753160e-03 2.265361e-05
 5.675734e+00  1.301164e-03 -5.222690e-03 2.896952e-05
 5.676059e+00 -2.451544e-03  4.096408e-03 2.279063e-05
 5.676385e+00  2.852484e-03 -1.718699e-03 1.109059e-05
 5.676711e+00 -2.381572e-03 -1.183750e-03 7.073147e-06
 5.677036e+00  1.182871e-03  3.724040e-03 1.526766e-05
 5.677362e+00  3.771449e-04 -5.126074e-03 2.641887e-05
 5.677687e+00 -1.821640e-03  4.961662e-03 2.793646e-05
 5.678013e+00  2.709160e-03 -3.281296e-03 1.810645e-05
 5.678338e+00 -2.768550e-03  5.986421e-04 8.023243e-06
 5.678664e+00  1.981796e-03  2.266480e-03 9.064446e-06
 5.678989e+00 -5.894873e-04 -4.438633e-03 2.004896e-05
 5.679315e+00 -9.827531e-04  5.254255e-03 2.857300e-05
 5.679640e+00  2.254381e-03 -4.464363e-03 2.501277e-05
 5.679966e+00 -2.836807e-03  2.310563e-03 1.338618e-05
 5.680291e+00  2.552141e-03  5.488498e-04 6.814660e-06
 5.680617e+00 -1.487527e-03 -3.240098e-03 1.271097e-05
 5.680942e+00 -3.153519e-05  4.940929e-03 2.441377e-05
 5.681268e+00  1.540709e-03 -5.131833e-03 2.870950e-05
 5.681593e+00 -2.578756e-03  3.754732e-03 2.074799e-05
 5.681919e+00  2.828502e-03 -1.230639e-03 9.514895e-06
 5.682245e+00 -2.213749e-03 -1.669048e-03 7.686407e-06
 5.682570e+00  9.225239e-04  4.058299e-03 1.732084e-05
 5.682896e+00  6.504335e-04 -5.207190e-03 2.753789e-05
 5.683221e+00 -2.024343e-03  4.764892e-03 2.680216e-05
 5.683547e+00  2.779338e-03 -2.866806e-03 1.594330e-05
 5.683872e+00 -2.684776e-03  9.311110e-05 7.216691e-06
 5.684198e+00  1.769698e-03  2.708578e-03 1.046823e-05
 5.684523e+00 -3.139096e-04 -4.682231e-03 2.202183e-05
 5.684849e+00 -1.237576e-03  5.224956e-03 2.883176e-05
 5.685174e+00  2.410573e-03 -4.171163e-03 2.320946e-05
 5.685500e+00 -2.846646e-03  1.843091e-03 1.150038e-05
 5.685825e+00  2.412645e-03  1.047736e-03 6.918605e-06
 5.686151e+00 -1.241353e-03 -3.617964e-03 1.463062e-05
 5.686476e+00 -3.091316e-04  5.082341e-03 2.592575e-05
 5.686802e+00  1.764882e-03 -4.993624e-03 2.805109e-05
 5.687127e+00 -2.681000e-03  3.379175e-03 1.860658e-05
 5.687453e+00  2.777590e-03 -7.325203e-04 8.251591e-06
 5.687778e+00 -2.025265e-03 -2.137513e-03 8.670662e-06
 5.688104e+00  6.540960e-04  4.353982e-03 1.938500e-05
 5.688430e+00  9.167534e-04 -5.239776e-03 2.829568e-05
 5.688755e+00 -2.207161e-03  4.524468e-03 2.534236e-05
 5.689081e+00  2.822793e-03 -2.426875e-03 1.385788e-05
 5.689406e+00 -2.575610e-03 -4.118777e-04 6.803409e-06
 5.689732e+00  1.541300e-03  3.124320e-03 1.213698e-05
 5.690057e+00 -3.610361e-05 -4.881716e-03 2.383246e-05
 5.690383e+00 -1.479877e-03  5.147268e-03 2.868441e-05
 5.690708e+00  2.543320e-03 -3.840086e-03 2.121474e-05
 5.691034e+00 -2.829288e-03  1.359821e-03 9.853981e-06
 5.691359e+00  2.250509e-03  1.535515e-03 7.422599e-06
 5.691685e+00 -9.840176e-04 -3.961216e-03 1.665953e-05
 5.692010e+00 -5.830031e-04  5.176213e-03 2.713308e-05
 5.692336e+00  1.971584e-03 -4.809475e-03 2.701819e-05
 5.692661e+00 -2.757371e-03  2.973315e-03 1.644369e-05
 5.692987e+00  2.700308e-03 -2.289916e-04 7.344101e-06
 5.693312e+00 -1.817976e-03 -2.584847e-03 9.986473e-06
 5.693638e+00  3.801742e-04  4.608453e-03 2.138237e-05
 5.693964e+00  1.173579e-03 -5.223663e-03 2.866395e-05
 5.694289e+00 -2.368400e-03  4.242740e-03 2.361016e-05
 5.694615e+00  2.839183e-03 -1.965655e-03 1.192476e-05
 5.694940e+00 -2.442165e-03 -9.116418e-04 6.795259e-06
 5.695266e+00  1.298828e-03  3.509924e-03 1.400652e-05
 5.695591e+00  2.412706e-04 -5.035361e-03 2.541307e-05
 5.695917e+00 -1.707375e-03  5.022048e-03 2.813610e-05
 5.696242e+00  2.651421e-03 -3.474305e-03 1.910083e-05
 5.696568e+00 -2.784972e-03  8.652799e-04 8.504777e-06
 5.696893e+00  2.067346e-03  2.007694e-03 8.304755e-06
 5.697219e+00 -7.180092e-04 -4.266768e-03 1.872085e-05
 5.697544e+00 -8.505437e-04  5.221807e-03 2.799069e-05
 5.697870e+00  2.158889e-03 -4.581222e-03 2.564840e-05
 5.698195e+00 -2.807207e-03  2.541001e-03 1.433710e-05
 5.698521e+00  2.597468e-03  2.752617e-04 6.822608e-06
 5.698846e+00 -1.593915e-03 -3.006959e-03 1.158237e-05
 5.699172e+00  1.033906e-04  4.819465e-03 2.323793e-05
 5.699497e+00  1.418484e-03 -5.159138e-03 2.862880e-05
 5.699823e+00 -2.506582e-03  3.922437e-03 2.166846e-05
 5.700149e+00  2.828426e-03 -1.487481e-03 1.021259e-05
 5.700474e+00 -2.285782e-03 -1.401560e-03 7.189170e-06
 5.700800e+00  1.044639e-03  3.861895e-03 1.600550e-05
 5.701125e+00  5.155644e-04 -5.141867e-03 2.670460e-05
 5.701451e+00 -1.917938e-03  4.850587e-03 2.720668e-05
 5.701776e+00  2.733909e-03 -3.077311e-03 1.694410e-05
 5.702102e+00 -2.714196e-03  3.640863e-04 7.499419e-06
 5.702427e+00  1.864962e-03  2.459936e-03 9.529370e-06
 5.702753e+00 -4.458933e-04 -4.531889e-03 2.073683e-05
 5.703078e+00 -1.109215e-03  5.218832e-03 2.846656e-05
 5.703404e+00  2.325060e-03 -4.311105e-03 2.399153e-05
 5.703729e+00 -2.830107e-03  2.086315e-03 1.236222e-05
 5.704055e+00  2.470122e-03  7.755604e-04 6.702995e-06
 5.704380e+00 -1.355268e-03 -3.400003e-03 1.339677e-05
 5.704706e+00 -1.736026e-04  4.985181e-03 2.488217e-05
 5.705031e+00  1.649160e-03 -5.046931e-03 2.819124e-05
 5.705357e+00 -2.620447e-03  3.566636e-03 1.958764e-05
 5.705682e+00  2.790700e-03 -9.968364e-04 8.781690e-06
 5.706008e+00 -2.108019e-03 -1.877115e-03 7.967305e-06
 5.706334e+00  7.811914e-04  4.177062e-03 1.805811e-05
 5.706659e+00  7.841654e-04 -5.200377e-03 2.765884e-05
 5.706985e+00 -2.109600e-03  4.634605e-03 2.592997e-05
 5.707310e+00  2.790068e-03 -2.652872e-03 1.482221e-05
 5.707636e+00 -2.617710e-03 -1.390926e-04 6.871753e-06
 5.707961e+00  1.645346e-03  2.888101e-03 1.104829e-05
 5.708287e+00 -1.702866e-04 -4.754231e-03 2.263171e-05
 5.708612e+00 -1.356569e-03  5.167451e-03 2.854283e-05
 5.708938e+00  2.468568e-03 -4.001744e-03 2.210779e-05
 5.709263e+00 -2.825927e-03  1.613539e-03 1.058937e-05
 5.709589e+00  2.319554e-03  1.267274e-03 6.986316e-06
 5.709914e+00 -1.104355e-03 -3.760414e-03 1.536031e-05
 5.710240e+00 -4.481583e-04  5.104191e-03 2.625361e-05
 5.710565e+00  1.863443e-03 -4.888217e-03 2.736708e-05
 5.710891e+00 -2.708977e-03  3.178736e-03 1.744292e-05
 5.711216e+00  2.726440e-03 -4.983074e-04 7.681785e-06
 5.711542e+00 -1.910634e-03 -2.333935e-03 9.097775e-06
 5.711868e+00  5.110295e-04  4.452604e-03 2.008683e-05
 5.712193e+00  1.044523e-03 -5.210481e-03 2.824014e-05
 5.712519e+00 -2.280583e-03  4.376227e-03 2.435243e-05
 5.712844e+00  2.819434e-03 -2.205001e-03 1.281124e-05
 5.713170e+00 -2.496507e-03 -6.395836e-04 6.641614e-06
 5.713495e+00  1.410641e-03  3.288284e-03 1.280272e-05
 5.713821e+00  1.061678e-04 -4.931851e-03 2.433443e-05
 5.714146e+00 -1.590274e-03  5.068275e-03 2.821638e-05
 5.714472e+00  2.588105e-03 -3.656119e-03 2.006549e-05
 5.714797e+00 -2.794780e-03  1.127107e-03 9.081167e-06
 5.715123e+00  2.147268e-03  1.745867e-03 7.658812e-06
 5.715448e+00 -8.436081e-04 -4.084939e-03 1.739840e-05
 5.715774e+00 -7.176600e-04  5.175518e-03 2.730102e-05
 5.716099e+00  2.059331e-03 -4.684595e-03 2.618627e-05
 5.716425e+00 -2.771395e-03  2.762425e-03 1.531162e-05
 5.716750e+00  2.636333e-03  3.460210e-06 6.950264e-06
 5.717076e+00 -1.695567e-03 -2.767835e-03 1.053586e-05
 5.717401e+00  2.367529e-04  4.686074e-03 2.201534e-05
 5.717727e+00  1.294173e-03 -5.172220e-03 2.842674e-05
 5.718053e+00 -2.429310e-03  4.077969e-03 2.253138e-05
 5.718378e+00  2.821800e-03 -1.737918e-03 1.098291e-05
 5.718704e+00 -2.351813e-03 -1.132752e-03 6.814151e-06
 5.719029e+00  1.163134e-03  3.656851e-03 1.472544e-05
 5.719355e+00  3.808260e-04 -5.063226e-03 2.578128e-05
 5.719680e+00 -1.808136e-03  4.922355e-03 2.749894e-05
 5.720006e+00  2.682595e-03 -3.277535e-03 1.793855e-05
 5.720331e+00 -2.737041e-03  6.315684e-04 7.890271e-06
 5.720657e+00  1.954971e-03  2.206934e-03 8.692468e-06
 5.720982e+00 -5.755463e-04 -4.370666e-03 1.943398e-05
 5.721308e+00 -9.795464e-04  5.198634e-03 2.798531e-05
 5.721633e+00  2.235003e-03 -4.438079e-03 2.469179e-05
 5.721959e+00 -2.807177e-03  2.321641e-03 1.327026e-05
 5.722284e+00  2.521312e-03  5.038030e-04 6.610834e-06
 5.722610e+00 -1.464922e-03 -3.174853e-03 1.222569e-05
 5.722935e+00 -3.900598e-05  4.875423e-03 2.377127e-05
 5.723261e+00  1.530759e-03 -5.086081e-03 2.821144e-05
 5.723586e+00 -2.554422e-03  3.742707e-03 2.053293e-05
 5.723912e+00  2.797219e-03 -1.256009e-03 9.401991e-06
 5.724238e+00 -2.185077e-03 -1.614042e-03 7.379692e-06
 5.724563e+00  9.052252e-04  3.990470e-03 1.674328e-05
 5.724889e+00  6.510685e-04 -5.147263e-03 2.691821e-05
 5.725214e+00 -2.008117e-03  4.731175e-03 2.641655e-05
 5.725540e+00  2.751206e-03 -2.869596e-03 1.580371e-05
 5.725865e+00 -2.653334e-03  1.315462e-04 7.057484e-06
 5.726191e+00  1.744555e-03  2.646247e-03 1.004610e-05
 5.726516e+00 -3.027513e-04 -4.615054e-03 2.139038e-05
 5.726842e+00 -1.231336e-03  5.173457e-03 2.828085e-05
 5.727167e+00  2.388838e-03 -4.151074e-03 2.293796e-05
 5.727493e+00 -2.816056e-03  1.860542e-03 1.139179e-05
 5.727818e+00  2.382547e-03  9.980835e-04 6.672699e-06
 5.728144e+00 -1.220946e-03 -3.551288e-03 1.410235e-05
 5.728469e+00 -3.136080e-04  5.019016e-03 2.528887e-05
 5.728795e+00  1.752056e-03 -4.952997e-03 2.760188e-05
 5.729120e+00 -2.654789e-03  3.373653e-03 1.842944e-05
 5.729446e+00  2.746001e-03 -7.637839e-04 8.123887e-06
 5.729772e+00 -1.997952e-03 -2.079024e-03 8.314155e-06
 5.730097e+00  6.394077e-04  4.286143e-03 1.877986e-05
 5.730423e+00  9.143252e-04 -5.183315e-03 2.770275e-05
 5.730748e+00 -2.188354e-03  4.496634e-03 2.500861e-05
 5.731074e+00  2.793353e-03 -2.436166e-03 1.373772e-05
 5.731399e+00 -2.544532e-03 -3.683093e-04 6.610293e-06
 5.731725e+00  1.518082e-03  3.059793e-03 1.166690e-05
 5.732050e+00 -2.784333e-05 -4.815948e-03 2.319413e-05
 5.732376e+00 -1.470652e-03  5.100355e-03 2.817643e-05
 5.732701e+00  2.519425e-03 -3.826355e-03 2.098850e-05
 5.733027e+00 -2.798022e-03  1.383462e-03 9.742896e-06
 5.733352e+00  2.221428e-03  1.481734e-03 7.130279e-06
 5.733678e+00 -9.660095e-04 -3.893732e-03 1.609433e-05
 5.734003e+00 -5.844321e-04  5.115648e-03 2.651141e-05
 5.734329e+00  1.955993e-03 -4.774331e-03 2.662015e-05
 5.734654e+00 -2.729522e-03  2.974324e-03 1.629690e-05
 5.734980e+00  2.668710e-03 -2.658384e-04 7.192685e-06
 5.735305e+00 -1.792286e-03 -2.523428e-03 9.579979e-06
 5.735631e+00  3.682441e-04  4.541232e-03 2.075839e-05
 5.735957e+00  1.168100e-03 -5.171180e-03 2.810556e-05
 5.736282e+00 -2.347182e-03  4.221026e-03 2.332632e-05
 5.736608e+00  2.808708e-03 -1.981337e-03 1.181454e-05
 5.736933e+00 -2.411745e-03 -8.633617e-04 6.561907e-06
 5.737259e+00  1.277761e-03  3.443804e-03 1.349246e-05
 5.737584e+00  2.465446e-04 -4.971606e-03 2.477766e-05
 5.737910e+00 -1.695241e-03  4.980137e-03 2.767561e-05
 5.738235e+00  2.625583e-03 -3.467038e-03 1.891404e-05
 5.738561e+00 -2.753324e-03  8.948695e-04 8.381584e-06
 5.738886e+00  2.039560e-03  1.950296e-03 7.963460e-06
 5.739212e+00 -7.025782e-04 -4.199104e-03 1.812609e-05
 5.739537e+00 -8.489007e-04  5.164552e-03 2.739323e-05
 5.739863e+00  2.140670e-03 -4.551868e-03 2.530197e-05
 5.740188e+00 -2.777978e-03  2.548509e-03 1.421206e-05
 5.740514e+00  2.566159e-03  2.331928e-04 6.639551e-06
 5.740839e+00 -1.570095e-03 -2.943190e-03 1.112756e-05
 5.741165e+00  9.434110e-05  4.753483e-03 2.260450e-05
 5.741491e+00  1.409994e-03 -5.111103e-03 2.811146e-05
 5.741816e+00 -2.483143e-03  3.907022e-03 2.143082e-05
 5.742142e+00  2.797200e-03 -1.509387e-03 1.010258e-05
 5.742467e+00 -2.256310e-03 -1.349032e-03 6.910821e-06
 5.742793e+00  1.025928e-03  3.794802e-03 1.545305e-05
 5.743118e+00  5.177915e-04 -5.080709e-03 2.608172e-05
 5.743444e+00 -1.902998e-03  4.814050e-03 2.679648e-05
 5.743769e+00  2.706365e-03 -3.076551e-03 1.678958e-05
 5.744095e+00 -2.682463e-03  3.993292e-04 7.355069e-06
 5.744420e+00  1.838738e-03  2.399466e-03 9.138395e-06
 5.744746e+00 -4.331941e-04 -4.464672e-03 2.012095e-05
 5.745071e+00 -1.104504e-03  5.165407e-03 2.790136e-05
 5.745397e+00  2.304376e-03 -4.287791e-03 2.369530e-05
 5.745722e+00 -2.799768e-03  2.100229e-03 1.224967e-05
 5.746048e+00  2.439398e-03  7.286777e-04 6.481633e-06
 5.746373e+00 -1.333549e-03 -3.334482e-03 1.289713e-05
 5.746699e+00 -1.796759e-04  4.921045e-03 2.424897e-05
 5.747024e+00  1.637728e-03 -5.003775e-03 2.771992e-05
 5.747350e+00 -2.595001e-03  3.557640e-03 1.939083e-05
 5.747676e+00  2.759014e-03 -1.024742e-03 8.662253e-06
 5.748001e+00 -2.079776e-03 -1.820841e-03 7.640929e-06
 5.748327e+00  7.650232e-04  4.109620e-03 1.747424e-05
 5.748652e+00  7.833139e-04 -5.142374e-03 2.705759e-05
 5.748978e+00 -2.091986e-03  4.603760e-03 2.557101e-05
 5.749303e+00  2.761071e-03 -2.658604e-03 1.469169e-05
 5.749629e+00 -2.586190e-03 -9.854301e-05 6.698088e-06
 5.749954e+00  1.620935e-03  2.825130e-03 1.060879e-05
 5.750280e+00 -1.604487e-04 -4.688083e-03 2.200387e-05
 5.750605e+00 -1.348824e-03  5.118337e-03 2.801670e-05
 5.750931e+00  2.445605e-03 -3.984666e-03 2.185854e-05
 5.751256e+00 -2.794760e-03  1.633707e-03 1.047968e-05
 5.751582e+00  2.289707e-03  1.216030e-03 6.721486e-06
 5.751907e+00 -1.084950e-03 -3.693755e-03 1.482095e-05
 5.752233e+00 -4.511875e-04  5.042488e-03 2.563025e-05
 5.752558e+00  1.849167e-03 -4.850321e-03 2.694503e-05
 5.752884e+00 -2.681756e-03  3.176220e-03 1.728019e-05
 5.753209e+00  2.694591e-03 -5.319320e-04 7.543770e-06
 5.753535e+00 -1.883890e-03 -2.274450e-03 8.722163e-06
 5.753861e+00  4.975647e-04  4.385439e-03 1.947965e-05
 5.754186e+00  1.040590e-03 -5.156158e-03 2.766880e-05
 5.754512e+00 -2.260450e-03  4.351341e-03 2.404380e-05
 5.754837e+00  2.789251e-03 -2.217148e-03 1.269567e-05
 5.755163e+00 -2.465497e-03 -5.941221e-04 6.431658e-06
 5.755488e+00  1.388282e-03  3.223405e-03 1.231767e-05
 5.755814e+00  1.130415e-04 -4.867381e-03 2.370418e-05
 5.756139e+00 -1.579558e-03  5.023911e-03 2.773469e-05
 5.756465e+00  2.563071e-03 -3.645412e-03 1.985836e-05
 5.756790e+00 -2.763076e-03  1.153320e-03 8.964735e-06
 5.757116e+00  2.118582e-03  1.690750e-03 7.347026e-06
 5.757441e+00 -8.267084e-04 -4.017764e-03 1.682587e-05
 5.757767e+00 -7.176056e-04  5.116812e-03 2.669672e-05
 5.758092e+00  2.042336e-03 -4.652292e-03 2.581495e-05
 5.758418e+00 -2.742649e-03  2.766388e-03 1.517503e-05
 5.758743e+00  2.604620e-03 -3.555143e-05 6.785311e-06
 5.759069e+00 -1.670579e-03 -2.705702e-03 1.011165e-05
 5.759395e+00  2.261280e-04  4.619808e-03 2.139376e-05
 5.759720e+00  1.287184e-03 -5.122067e-03 2.789242e-05
 5.760046e+00 -2.406840e-03  4.059250e-03 2.227039e-05
 5.760371e+00  2.790713e-03 -1.756345e-03 1.087283e-05
 5.760697e+00 -2.321608e-03 -1.082817e-03 6.562358e-06
 5.761022e+00  1.143044e-03  3.590672e-03 1.419947e-05
 5.761348e+00  3.846602e-04 -5.001025e-03 2.515821e-05
 5.761673e+00 -1.794539e-03  4.883136e-03 2.706539e-05
 5.761999e+00  2.655718e-03 -3.273275e-03 1.776717e-05
 5.762324e+00 -2.705096e-03  6.635618e-04 7.757857e-06
 5.762650e+00  1.927720e-03  2.148470e-03 8.332028e-06
 5.762975e+00 -5.613197e-04 -4.303600e-03 1.883605e-05
 5.763301e+00 -9.763980e-04  5.143457e-03 2.740851e-05
 5.763626e+00  2.215439e-03 -4.411648e-03 2.437080e-05
 5.763952e+00 -2.777172e-03  2.332024e-03 1.315102e-05
 5.764277e+00  2.490036e-03  4.597852e-04 6.411680e-06
 5.764603e+00 -1.441932e-03 -3.110656e-03 1.175535e-05
 5.764928e+00 -4.668077e-05  4.810666e-03 2.314469e-05
 5.765254e+00  1.520769e-03 -5.040549e-03 2.771987e-05
 5.765580e+00 -2.529818e-03  3.730307e-03 2.031517e-05
 5.765905e+00  2.765517e-03 -1.280522e-03 9.287820e-06
 5.766231e+00 -2.155964e-03 -1.560113e-03 7.082135e-06
 5.766556e+00  8.876006e-04  3.923608e-03 1.618254e-05
 5.766882e+00  6.518164e-04 -5.087900e-03 2.631159e-05
 5.767207e+00 -1.991756e-03  4.697446e-03 2.603309e-05
 5.767533e+00  2.722733e-03 -2.871799e-03 1.566051e-05
 5.767858e+00 -2.621448e-03  1.690026e-04 6.900553e-06
 5.768184e+00  1.719002e-03  2.584990e-03 9.637140e-06
 5.768509e+00 -2.913414e-04 -4.548716e-03 2.077570e-05
 5.768835e+00 -1.225113e-03  5.122309e-03 2.773895e-05
 5.769160e+00  2.366879e-03 -4.130739e-03 2.266512e-05
 5.769486e+00 -2.785070e-03  1.877226e-03 1.128059e-05
 5.769811e+00  2.352002e-03  9.494856e-04 6.433436e-06
 5.770137e+00 -1.200178e-03 -3.485631e-03 1.359005e-05
 5.770462e+00 -3.182499e-04  4.956364e-03 2.466682e-05
 5.770788e+00  1.739150e-03 -4.912491e-03 2.715721e-05
 5.771114e+00 -2.628276e-03  3.367664e-03 1.824899e-05
 5.771439e+00  2.713981e-03 -7.941342e-04 7.996340e-06
 5.771765e+00 -1.970211e-03 -2.021615e-03 7.968656e-06
 5.772090e+00  6.244239e-04  4.219221e-03 1.819173e-05
 5.772416e+00  9.119687e-04 -5.127329e-03 2.712119e-05
 5.772741e+00 -2.169374e-03  4.468686e-03 2.467534e-05
 5.773067e+00  2.763546e-03 -2.444790e-03 1.361419e-05
 5.773392e+00 -2.513007e-03 -3.257567e-04 6.421319e-06
 5.773718e+00  1.494473e-03  2.996320e-03 1.121138e-05
 5.774043e+00 -1.936739e-05 -4.750952e-03 2.257192e-05
 5.774369e+00 -1.461401e-03  5.053694e-03 2.767552e-05
 5.774694e+00  2.495271e-03 -3.812282e-03 2.075987e-05
 5.775020e+00 -2.766344e-03  1.406269e-03 9.630252e-06
 5.775345e+00  2.191906e-03  1.429023e-03 6.846558e-06
 5.775671e+00 -9.476669e-04 -3.827229e-03 1.554575e-05
 5.775996e+00 -5.859868e-04  5.055673e-03 2.590321e-05
 5.776322e+00  1.940281e-03 -4.739208e-03 2.622479e-05
 5.776647e+00 -2.701342e-03  2.974778e-03 1.614656e-05
 5.776973e+00  2.636672e-03 -3.017236e-04 7.043078e-06
 5.777299e+00 -1.766181e-03 -2.463084e-03 9.186177e-06
 5.777624e+00  3.560516e-04  4.474870e-03 2.015124e-05
 5.777950e+00  1.162650e-03 -5.119078e-03 2.755672e-05
 5.778275e+00 -2.325753e-03  4.199099e-03 2.304156e-05
 5.778601e+00  2.777844e-03 -1.996278e-03 1.170154e-05
 5.778926e+00 -2.380878e-03 -8.161259e-04 6.334642e-06
 5.779252e+00  1.256325e-03  3.378712e-03 1.299405e-05
 5.779577e+00  2.519964e-04 -4.908550e-03 2.415736e-05
 5.779903e+00 -1.683039e-03  4.938381e-03 2.722022e-05
 5.780228e+00  2.599453e-03 -3.459335e-03 1.872415e-05
 5.780554e+00 -2.721249e-03  9.235663e-04 8.258170e-06
 5.780879e+00  2.011342e-03  1.893975e-03 7.632639e-06
 5.781205e+00 -6.868422e-04 -4.132373e-03 1.754826e-05
 5.781530e+00 -8.473427e-04  5.107801e-03 2.680762e-05
 5.781856e+00  2.122291e-03 -4.522434e-03 2.495653e-05
 5.782181e+00 -2.748391e-03  2.555379e-03 1.408361e-05
 5.782507e+00  2.534405e-03  1.921256e-04 6.460119e-06
 5.782832e+00 -1.545878e-03 -2.880480e-03 1.068690e-05
 5.783158e+00  8.506451e-05  4.688295e-03 2.198735e-05
 5.783484e+00  1.401492e-03 -5.063355e-03 2.760174e-05
 5.783809e+00 -2.459457e-03  3.891297e-03 2.119112e-05
 5.784135e+00  2.765566e-03 -1.530484e-03 9.990735e-06
 5.784460e+00 -2.226395e-03 -1.297568e-03 6.640515e-06
 5.784786e+00  1.006875e-03  3.728700e-03 1.491700e-05
 5.785111e+00  5.201572e-04 -5.020170e-03 2.547267e-05
 5.785437e+00 -1.887950e-03  4.777567e-03 2.638950e-05
 5.785762e+00  2.678498e-03 -3.075267e-03 1.663162e-05
 5.786088e+00 -2.650292e-03  4.336283e-04 7.212080e-06
 5.786413e+00  1.812095e-03  2.340071e-03 8.759618e-06
 5.786739e+00 -4.202221e-04 -4.398333e-03 1.952192e-05
 5.787064e+00 -1.099837e-03  5.112394e-03 2.734622e-05
 5.787390e+00  2.283493e-03 -4.264299e-03 2.339858e-05
 5.787715e+00 -2.769048e-03  2.113428e-03 1.213421e-05
